case:concept:name,CustomerID,BankerID,Loan Amount,Interest Rate,lifecycle:transition,Activity,EmpCntDa,CusToMo,EmpToMo,AVGIR,CusMoID,EmpMoID,EmpDayID
373,6,72,42752,0,18.2.2020,Cancel Request,0,194761,505469,4.4,customer6-2,Banker72-2,Banker72-218
374,2,72,0,0,18.2.2020,Request Loan,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-218
374,2,72,0,0,18.2.2020,Check Employee Eligibility,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-218
374,2,72,52506,0,18.2.2020,Record Loan Application Information,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-218
374,2,72,52506,0,18.2.2020,Check Amount Legality,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-218
374,2,72,52506,0,18.2.2020,Client Assessment,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-218
374,2,72,52506,0,18.2.2020,Cancel Request,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-218
375,6,73,0,0,18.2.2020,Request Loan,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
375,6,73,0,0,18.2.2020,Check Employee Eligibility,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
375,6,73,56175,0,18.2.2020,Record Loan Application Information,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
375,6,73,56175,0,18.2.2020,Check Amount Legality,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
375,6,73,56175,0,18.2.2020,Client Assessment,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
375,6,73,56175,0,18.2.2020,Cancel Request,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
376,1,72,0,0,18.2.2020,Request Loan,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-218
376,1,72,0,0,18.2.2020,Check Employee Eligibility,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-218
376,1,72,34892,0,18.2.2020,Record Loan Application Information,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-218
376,1,72,34892,0,18.2.2020,Check Amount Legality,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-218
376,1,72,34892,0,18.2.2020,Client Assessment,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-218
376,1,72,34892,0,18.2.2020,Cancel Request,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-218
377,6,73,0,0,18.2.2020,Request Loan,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
377,6,73,0,0,18.2.2020,Check Employee Eligibility,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
377,6,73,30373,0,18.2.2020,Record Loan Application Information,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
377,6,73,30373,0,18.2.2020,Check Amount Legality,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
377,6,73,30373,0,18.2.2020,Client Assessment,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
377,6,73,30373,0,18.2.2020,Cancel Request,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
378,3,72,0,0,18.2.2020,Request Loan,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-218
378,3,72,0,0,18.2.2020,Check Employee Eligibility,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-218
378,3,72,60517,0,18.2.2020,Record Loan Application Information,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-218
378,3,72,60517,0,18.2.2020,Check Amount Legality,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-218
378,3,72,60517,0,18.2.2020,Client Assessment,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-218
378,3,72,60517,0,18.2.2020,Cancel Request,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-218
379,6,72,0,0,18.2.2020,Request Loan,0,194761,505469,4.4,customer6-2,Banker72-2,Banker72-218
379,6,72,0,0,18.2.2020,Check Employee Eligibility,0,194761,505469,4.4,customer6-2,Banker72-2,Banker72-218
379,6,72,63566,0,18.2.2020,Record Loan Application Information,0,194761,505469,4.4,customer6-2,Banker72-2,Banker72-218
379,6,72,63566,0,18.2.2020,Check Amount Legality,0,194761,505469,4.4,customer6-2,Banker72-2,Banker72-218
379,6,72,63566,0,18.2.2020,Client Assessment,0,194761,505469,4.4,customer6-2,Banker72-2,Banker72-218
379,6,72,63566,0,18.2.2020,Cancel Request,0,194761,505469,4.4,customer6-2,Banker72-2,Banker72-218
380,1,72,0,0,18.2.2020,Request Loan,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-218
380,1,72,0,0,18.2.2020,Check Employee Eligibility,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-218
380,1,72,28196,0,18.2.2020,Record Loan Application Information,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-218
380,1,72,28196,0,18.2.2020,Check Amount Legality,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-218
380,1,72,28196,0,18.2.2020,Client Assessment,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-218
380,1,72,28196,0,18.2.2020,Cancel Request,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-218
381,4,73,0,0,18.2.2020,Request Loan,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-218
381,4,73,0,0,18.2.2020,Check Employee Eligibility,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-218
381,4,73,39527,0,18.2.2020,Record Loan Application Information,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-218
381,4,73,39527,0,18.2.2020,Check Amount Legality,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-218
381,4,73,39527,0,18.2.2020,Client Assessment,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-218
381,4,73,39527,0,18.2.2020,Cancel Request,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-218
382,6,73,0,0,18.2.2020,Request Loan,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
382,6,73,0,0,18.2.2020,Check Employee Eligibility,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
382,6,73,29395,0,18.2.2020,Record Loan Application Information,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
382,6,73,29395,0,18.2.2020,Check Amount Legality,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
382,6,73,29395,0,18.2.2020,Client Assessment,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
382,6,73,29395,0,18.2.2020,Cancel Request,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-218
383,2,72,0,0,18.2.2020,Request Loan,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-218
383,2,72,0,0,18.2.2020,Check Employee Eligibility,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-218
383,2,72,58194,0,18.2.2020,Record Loan Application Information,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-218
383,2,72,58194,0,18.2.2020,Check Amount Legality,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-218
383,2,72,58194,0,18.2.2020,Client Assessment,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-218
383,2,72,58194,0,18.2.2020,Cancel Request,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-218
384,6,72,0,0,18.2.2020,Request Loan,0,194761,505469,4.4,customer6-2,Banker72-2,Banker72-218
384,6,72,0,0,18.2.2020,Check Employee Eligibility,0,194761,505469,4.4,customer6-2,Banker72-2,Banker72-218
384,6,72,47434,0,18.2.2020,Record Loan Application Information,0,194761,505469,4.4,customer6-2,Banker72-2,Banker72-218
384,6,72,47434,0,18.2.2020,Check Amount Legality,0,194761,505469,4.4,customer6-2,Banker72-2,Banker72-218
384,6,72,47434,0,18.2.2020,Client Assessment,0,194761,505469,4.4,customer6-2,Banker72-2,Banker72-218
384,6,72,47434,0,18.2.2020,Cancel Request,0,194761,505469,4.4,customer6-2,Banker72-2,Banker72-218
385,4,73,0,0,18.2.2020,Request Loan,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-218
385,4,73,0,0,18.2.2020,Check Employee Eligibility,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-218
385,4,73,53794,0,18.2.2020,Record Loan Application Information,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-218
385,4,73,53794,0,18.2.2020,Check Amount Legality,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-218
385,4,73,53794,0,18.2.2020,Client Assessment,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-218
385,4,73,53794,0,18.2.2020,Cancel Request,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-218
386,4,73,0,0,19.2.2020,Request Loan,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-219
386,4,73,0,0,19.2.2020,Check Employee Eligibility,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-219
386,4,73,55750,0,19.2.2020,Record Loan Application Information,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-219
386,4,73,55750,0,19.2.2020,Check Amount Legality,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-219
386,4,73,55750,0,19.2.2020,Client Assessment,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-219
386,4,73,55750,0,19.2.2020,Cancel Request,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-219
387,1,72,0,0,19.2.2020,Request Loan,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-219
387,1,72,0,0,19.2.2020,Check Employee Eligibility,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-219
387,1,72,40335,0,19.2.2020,Record Loan Application Information,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-219
387,1,72,40335,0,19.2.2020,Check Amount Legality,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-219
387,1,72,40335,0,19.2.2020,Client Assessment,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-219
387,1,72,40335,0,19.2.2020,Cancel Request,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-219
388,3,73,0,0,19.2.2020,Request Loan,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
388,3,73,0,0,19.2.2020,Check Employee Eligibility,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
388,3,73,27616,0,19.2.2020,Record Loan Application Information,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
388,3,73,27616,0,19.2.2020,Check Amount Legality,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
388,3,73,27616,0,19.2.2020,Client Assessment,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
388,3,73,27616,0,19.2.2020,Cancel Request,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
389,4,72,0,0,19.2.2020,Request Loan,0,192051,505469,4.4,Customer4-2,Banker72-2,Banker72-219
389,4,72,0,0,19.2.2020,Check Employee Eligibility,0,192051,505469,4.4,Customer4-2,Banker72-2,Banker72-219
389,4,72,26219,0,19.2.2020,Record Loan Application Information,0,192051,505469,4.4,Customer4-2,Banker72-2,Banker72-219
389,4,72,26219,0,19.2.2020,Check Amount Legality,0,192051,505469,4.4,Customer4-2,Banker72-2,Banker72-219
389,4,72,26219,0,19.2.2020,Client Assessment,0,192051,505469,4.4,Customer4-2,Banker72-2,Banker72-219
389,4,72,26219,0,19.2.2020,Cancel Request,0,192051,505469,4.4,Customer4-2,Banker72-2,Banker72-219
390,2,72,0,0,19.2.2020,Request Loan,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-219
390,2,72,0,0,19.2.2020,Check Employee Eligibility,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-219
390,2,72,32388,0,19.2.2020,Record Loan Application Information,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-219
390,2,72,32388,0,19.2.2020,Check Amount Legality,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-219
390,2,72,32388,0,19.2.2020,Client Assessment,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-219
390,2,72,32388,0,19.2.2020,Cancel Request,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-219
391,5,73,0,0,19.2.2020,Request Loan,0,192788,653707,4.4,customer5-2,Banker73-2,Banker73-219
391,5,73,0,0,19.2.2020,Check Employee Eligibility,0,192788,653707,4.4,customer5-2,Banker73-2,Banker73-219
391,5,73,44530,0,19.2.2020,Record Loan Application Information,0,192788,653707,4.4,customer5-2,Banker73-2,Banker73-219
391,5,73,44530,0,19.2.2020,Check Amount Legality,0,192788,653707,4.4,customer5-2,Banker73-2,Banker73-219
391,5,73,44530,0,19.2.2020,Client Assessment,0,192788,653707,4.4,customer5-2,Banker73-2,Banker73-219
391,5,73,44530,0,19.2.2020,Cancel Request,0,192788,653707,4.4,customer5-2,Banker73-2,Banker73-219
392,3,73,0,0,19.2.2020,Request Loan,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
392,3,73,0,0,19.2.2020,Check Employee Eligibility,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
392,3,73,50593,0,19.2.2020,Record Loan Application Information,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
392,3,73,50593,0,19.2.2020,Check Amount Legality,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
392,3,73,50593,0,19.2.2020,Client Assessment,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
392,3,73,50593,0,19.2.2020,Cancel Request,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
393,2,72,0,0,19.2.2020,Request Loan,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-219
393,2,72,0,0,19.2.2020,Check Employee Eligibility,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-219
393,2,72,44851,0,19.2.2020,Record Loan Application Information,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-219
393,2,72,44851,0,19.2.2020,Check Amount Legality,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-219
393,2,72,44851,0,19.2.2020,Client Assessment,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-219
393,2,72,44851,0,19.2.2020,Cancel Request,0,198222,505469,4.4,Customer2-2,Banker72-2,Banker72-219
394,2,73,0,0,19.2.2020,Request Loan,0,198222,653707,4.4,Customer2-2,Banker73-2,Banker73-219
394,2,73,0,0,19.2.2020,Check Employee Eligibility,0,198222,653707,4.4,Customer2-2,Banker73-2,Banker73-219
394,2,73,52036,0,19.2.2020,Record Loan Application Information,0,198222,653707,4.4,Customer2-2,Banker73-2,Banker73-219
394,2,73,52036,0,19.2.2020,Check Amount Legality,0,198222,653707,4.4,Customer2-2,Banker73-2,Banker73-219
394,2,73,52036,0,19.2.2020,Client Assessment,0,198222,653707,4.4,Customer2-2,Banker73-2,Banker73-219
394,2,73,52036,0,19.2.2020,Cancel Request,0,198222,653707,4.4,Customer2-2,Banker73-2,Banker73-219
395,1,73,0,0,19.2.2020,Request Loan,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-219
395,1,73,0,0,19.2.2020,Check Employee Eligibility,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-219
395,1,73,38763,0,19.2.2020,Record Loan Application Information,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-219
395,1,73,38763,0,19.2.2020,Check Amount Legality,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-219
395,1,73,38763,0,19.2.2020,Client Assessment,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-219
395,1,73,38763,0,19.2.2020,Cancel Request,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-219
396,3,73,0,0,19.2.2020,Request Loan,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
396,3,73,0,0,19.2.2020,Check Employee Eligibility,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
396,3,73,67473,0,19.2.2020,Record Loan Application Information,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
396,3,73,67473,0,19.2.2020,Check Amount Legality,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
396,3,73,67473,0,19.2.2020,Client Assessment,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
396,3,73,67473,0,19.2.2020,Cancel Request,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-219
397,1,72,0,0,19.2.2020,Request Loan,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-219
397,1,72,0,0,19.2.2020,Check Employee Eligibility,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-219
397,1,72,47871,0,19.2.2020,Record Loan Application Information,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-219
397,1,72,47871,0,19.2.2020,Check Amount Legality,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-219
397,1,72,47871,0,19.2.2020,Client Assessment,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-219
397,1,72,47871,0,19.2.2020,Cancel Request,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-219
398,3,72,0,0,20.2.2020,Request Loan,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-220
398,3,72,0,0,20.2.2020,Check Employee Eligibility,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-220
398,3,72,43648,0,20.2.2020,Record Loan Application Information,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-220
398,3,72,43648,0,20.2.2020,Check Amount Legality,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-220
398,3,72,43648,0,20.2.2020,Client Assessment,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-220
398,3,72,43648,0,20.2.2020,Cancel Request,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-220
399,1,73,0,0,20.2.2020,Request Loan,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-220
399,1,73,0,0,20.2.2020,Check Employee Eligibility,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-220
399,1,73,54409,0,20.2.2020,Record Loan Application Information,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-220
399,1,73,54409,0,20.2.2020,Check Amount Legality,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-220
399,1,73,54409,0,20.2.2020,Client Assessment,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-220
399,1,73,54409,0,20.2.2020,Cancel Request,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-220
400,3,73,0,0,20.2.2020,Request Loan,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-220
400,3,73,0,0,20.2.2020,Check Employee Eligibility,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-220
400,3,73,28746,0,20.2.2020,Record Loan Application Information,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-220
400,3,73,28746,0,20.2.2020,Check Amount Legality,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-220
400,3,73,28746,0,20.2.2020,Client Assessment,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-220
400,3,73,28746,0,20.2.2020,Cancel Request,0,199494,653707,4.4,Customer3-2,Banker73-2,Banker73-220
401,4,73,0,0,20.2.2020,Request Loan,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-220
401,4,73,0,0,20.2.2020,Check Employee Eligibility,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-220
401,4,73,60896,0,20.2.2020,Record Loan Application Information,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-220
401,4,73,60896,0,20.2.2020,Check Amount Legality,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-220
401,4,73,60896,0,20.2.2020,Client Assessment,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-220
401,4,73,60896,0,20.2.2020,Cancel Request,0,192051,653707,4.4,Customer4-2,Banker73-2,Banker73-220
402,5,72,0,0,20.2.2020,Request Loan,0,192788,505469,4.4,customer5-2,Banker72-2,Banker72-220
402,5,72,0,0,20.2.2020,Check Employee Eligibility,0,192788,505469,4.4,customer5-2,Banker72-2,Banker72-220
402,5,72,53599,0,20.2.2020,Record Loan Application Information,0,192788,505469,4.4,customer5-2,Banker72-2,Banker72-220
402,5,72,53599,0,20.2.2020,Check Amount Legality,0,192788,505469,4.4,customer5-2,Banker72-2,Banker72-220
402,5,72,53599,0,20.2.2020,Client Assessment,0,192788,505469,4.4,customer5-2,Banker72-2,Banker72-220
402,5,72,53599,0,20.2.2020,Cancel Request,0,192788,505469,4.4,customer5-2,Banker72-2,Banker72-220
403,1,72,0,0,20.2.2020,Request Loan,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
403,1,72,0,0,20.2.2020,Check Employee Eligibility,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
403,1,72,68873,0,20.2.2020,Record Loan Application Information,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
403,1,72,68873,0,20.2.2020,Check Amount Legality,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
403,1,72,68873,0,20.2.2020,Client Assessment,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
403,1,72,68873,0,20.2.2020,Cancel Request,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
404,1,73,0,0,20.2.2020,Request Loan,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-220
404,1,73,0,0,20.2.2020,Check Employee Eligibility,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-220
404,1,73,28036,0,20.2.2020,Record Loan Application Information,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-220
404,1,73,28036,0,20.2.2020,Check Amount Legality,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-220
404,1,73,28036,0,20.2.2020,Client Assessment,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-220
404,1,73,28036,0,20.2.2020,Cancel Request,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-220
405,1,72,0,0,20.2.2020,Request Loan,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
405,1,72,0,0,20.2.2020,Check Employee Eligibility,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
405,1,72,52933,0,20.2.2020,Record Loan Application Information,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
405,1,72,52933,0,20.2.2020,Check Amount Legality,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
405,1,72,52933,0,20.2.2020,Client Assessment,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
405,1,72,52933,0,20.2.2020,Cancel Request,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
406,1,72,0,0,20.2.2020,Request Loan,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
406,1,72,0,0,20.2.2020,Check Employee Eligibility,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
406,1,72,40691,0,20.2.2020,Record Loan Application Information,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
406,1,72,40691,0,20.2.2020,Check Amount Legality,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
406,1,72,40691,0,20.2.2020,Client Assessment,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
406,1,72,40691,0,20.2.2020,Cancel Request,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-220
407,6,73,0,0,20.2.2020,Request Loan,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-220
407,6,73,0,0,20.2.2020,Check Employee Eligibility,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-220
407,6,73,33992,0,20.2.2020,Record Loan Application Information,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-220
407,6,73,33992,0,20.2.2020,Check Amount Legality,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-220
407,6,73,33992,0,20.2.2020,Client Assessment,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-220
407,6,73,33992,0,20.2.2020,Cancel Request,0,194761,653707,4.4,customer6-2,Banker73-2,Banker73-220
408,5,72,0,0,20.2.2020,Request Loan,0,192788,505469,4.4,customer5-2,Banker72-2,Banker72-220
408,5,72,0,0,20.2.2020,Check Employee Eligibility,0,192788,505469,4.4,customer5-2,Banker72-2,Banker72-220
408,5,72,54796,0,20.2.2020,Record Loan Application Information,0,192788,505469,4.4,customer5-2,Banker72-2,Banker72-220
408,5,72,54796,0,20.2.2020,Check Amount Legality,0,192788,505469,4.4,customer5-2,Banker72-2,Banker72-220
408,5,72,54796,0,20.2.2020,Client Assessment,0,192788,505469,4.4,customer5-2,Banker72-2,Banker72-220
408,5,72,54796,0,20.2.2020,Cancel Request,0,192788,505469,4.4,customer5-2,Banker72-2,Banker72-220
409,3,72,0,0,20.2.2020,Request Loan,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-220
409,3,72,0,0,20.2.2020,Check Employee Eligibility,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-220
409,3,72,65931,0,20.2.2020,Record Loan Application Information,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-220
409,3,72,65931,0,20.2.2020,Check Amount Legality,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-220
409,3,72,65931,0,20.2.2020,Client Assessment,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-220
409,3,72,65931,0,20.2.2020,Cancel Request,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-220
410,1,72,0,0,21.2.2020,Request Loan,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-221
410,1,72,0,0,21.2.2020,Check Employee Eligibility,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-221
410,1,72,43949,0,21.2.2020,Record Loan Application Information,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-221
410,1,72,43949,0,21.2.2020,Check Amount Legality,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-221
410,1,72,43949,0,21.2.2020,Client Assessment,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-221
410,1,72,43949,0,21.2.2020,Cancel Request,0,181860,505469,4.4,Customer1-2,Banker72-2,Banker72-221
411,3,72,0,0,21.2.2020,Request Loan,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-221
411,3,72,0,0,21.2.2020,Check Employee Eligibility,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-221
411,3,72,41607,0,21.2.2020,Record Loan Application Information,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-221
411,3,72,41607,0,21.2.2020,Check Amount Legality,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-221
411,3,72,41607,0,21.2.2020,Client Assessment,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-221
411,3,72,41607,0,21.2.2020,Cancel Request,0,199494,505469,4.4,Customer3-2,Banker72-2,Banker72-221
412,1,73,0,0,21.2.2020,Request Loan,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-221
412,1,73,0,0,21.2.2020,Check Employee Eligibility,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-221
412,1,73,65524,0,21.2.2020,Record Loan Application Information,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-221
412,1,73,65524,0,21.2.2020,Check Amount Legality,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-221
412,1,73,65524,0,21.2.2020,Client Assessment,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-221
412,1,73,65524,0,21.2.2020,Cancel Request,0,181860,653707,4.4,Customer1-2,Banker73-2,Banker73-221
413,4,72,0,0,21.2.2020,Request Loan,0,192051,505469,4.4,Customer4-2,Banker72-2,Banker72-221
